prioridad,tipo,columna,presentacion_key,valor,motivo,filas,en_alcance,ejemplo_producto,sugerencia_unidad,sugerencia_contenido
647,presentacion,presentacion,TSSTTV10LTB O TSSTTV10LTB-1MX,Tssttv10ltb o Tssttv10ltb-1mx,sin_cantidad,805,False,Horno Eléctrico,,
648,presentacion,presentacion,F4527. BATTLESHIP,F4527. Battleship,sin_cantidad,797,False,Juegos de Mesa,,
649,presentacion,presentacion,DCH40. ¡CONSTRUYELO!/VAMOS A CONSTRUIR!,Dch40. ¡constrúyelo!/vamos a Construir!,sin_cantidad,792,False,Juguetes Armables,,
650,presentacion,presentacion,MANGA LARGA/BOLSAS FRONTALES/CON CINTA DE SUJECION. TALLA GRANDE (50% POLIESTER - 50% ALGODON),Manga Larga/bolsas Frontales/con Cinta de Sujecion. Talla Grande (50% Poliester - 50% Algodón),sin_cantidad,789,False,Bata Escuela Oficial,,
651,presentacion,presentacion,QN 55QN85DBF. 55 PLGS. QLED. PUERTO USB. SMART TV,Qn 55qn85dbf. 55 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,787,False,Pantallas,,
652,presentacion,presentacion,F4718. PLAY-DOH. KITCHEN CREATION. BATIDORA MAGICA,F4718. Play-doh. Kitchen Creation. Batidora Mágica,sin_cantidad,786,False,Varios,,
653,presentacion,presentacion,X6A PLUS. ANDROID 13. MEMORIA INTERNA 256 GB. CAMARA 50 MP + 2 MP/FRONTAL 5 MP. 6.5 PLGS. MICRO SD HASTA 1 TB,X6a Plus. Android 13. Memoria Interna 256 Gb. Cámara 50 Mp + 2 Mp/frontal 5 Mp. 6.5 Plgs. Micro Sd Hasta 1 Tb,sin_cantidad,780,False,Celulares,,
654,presentacion,presentacion,UNIVERSE. 16 PLGS. PEDESTAL. 3 VELOCIDADES,Universe. 16 Plgs. Pedestal. 3 Velocidades,sin_cantidad,775,False,Ventiladores,,
655,presentacion,presentacion,B7404. RISK. EL JUEGO ESTRATEGICO DE CONQUISTA,B7404. Risk. el Juego Estratégico de Conquista,sin_cantidad,773,False,Juegos de Mesa,,
656,presentacion,presentacion,KG. NATURAL,Kg. Natural,sin_cantidad,768,False,Pavo,,
657,presentacion,presentacion,BLST3A-CPG O BLST3A-CPG-013. VELOCIDADES 3+1 PULSO. BASE PLASTICO. VASO VIDRIO. COLOR GRIS,Blst3a-cpg o Blst3a-cpg-013. Velocidades 3+1 Pulso. Base Plástico. Vaso Vidrio. Color Gris,sin_cantidad,763,False,Licuadoras,,
658,presentacion,presentacion,HERO 13 BLACK. ACCESORY BUNBLE. CHDRB-131-RW. FORMATO MICRO SD. PUERTO USB,Hero 13 Black. Accesory Bunble. Chdrb-131-rw. Formato Micro Sd. Puerto USB,sin_cantidad,763,False,Videocámaras,,
659,presentacion,presentacion,65 NANO 77 SRA. 65 PLGS. LED. PUERTO USB. SMART TV,65 Nano 77 Sra. 65 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,756,False,Pantallas,,
660,presentacion,presentacion,GCSTPX4070 O GCSTPX4070-013. VAPOR . SUELA CERAMICA,Gcstpx4070 o Gcstpx4070-013. Vapor . Suela Cerámica,sin_cantidad,756,False,Planchas,,
661,presentacion,presentacion,86 UA 8050 PSA. 86 PLGS. LED. PUERTO USB. SMART TV,86 Ua 8050 Psa. 86 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,755,False,Pantallas,,
662,presentacion,presentacion,C.B. 006907. MULTIJUEGOS. CLASICOS,C.b. 006907. Multijuegos. Clásicos,sin_cantidad,750,False,Juegos de Mesa,,
663,presentacion,presentacion,HXN94. BARBIE. YOU CAN BE ANYTHING. CAFETERIA,Hxn94. Barbie. You Can Be Anything. Cafetería,sin_cantidad,749,False,Muñecas,,
664,presentacion,presentacion,GFR04. POLLY POCKET. HOSPITAL MOVIL DE ANIMALITOS,Gfr04. Polly Pocket. Hospital Movil de Animalitos,sin_cantidad,748,False,Motos y Carros Mecánicos,,
665,presentacion,presentacion,HBY28. BARBIE. PASEO EN BICICLETA,Hby28. Barbie. Paseo en Bicicleta,sin_cantidad,747,False,Muñecas,,
666,presentacion,presentacion,19910. VAPOR. SUELA ANTIADHERENTE,19910. Vapor. Suela Antiadherente,sin_cantidad,746,False,Planchas,,
667,presentacion,presentacion,C2124. ADIVINA QUIEN? ¡ EL JUEGO ORIGINAL DE ADIVINAR AL PERSONAJE!,C2124. Adivina Quién? ¡ el Juego Original de Adivinar al Personaje!,sin_cantidad,746,False,Juegos de Mesa,,
668,correccion_texto,presentacion,,C2124. Adivina Quién? ¡ el Juego Original de Adivinar al Personaje!,sin_candidato_unico,746,False,Juegos de Mesa,,
669,presentacion,presentacion,VE3171X0. 16 PLGS. PEDESTAL. 3 VELOCIDADES,Ve3171x0. 16 Plgs. Pedestal. 3 Velocidades,sin_cantidad,743,False,Ventiladores,,
670,presentacion,presentacion,MS 1536 GIR. 1.5 PIES CUBICOS. COLOR NEGRO/ESPEJO,Ms 1536 Gir. 1.5 Pies Cúbicos. Color Negro/espejo,sin_cantidad,742,False,Horno de Microondas,,
671,presentacion,presentacion,KOS-81HS. 0.7 PIES CUBICOS. COLOR GRIS/ESPEJO,Kos-81hs. 0.7 Pies Cúbicos. Color Gris/espejo,sin_cantidad,735,False,Horno de Microondas,,
672,presentacion,presentacion,NINTENDO SWITCH. LUIGI S MANSION,Nintendo Switch. Luigi´s Mansion,sin_cantidad,727,False,Videojuegos,,
673,presentacion,presentacion,FLIP ESSENTIAL 2. DURACION DE BATERIA 10 H. POTENCIA 20 W,Flip Essential 2. Duración de Bateria 10 H. Potencia 20 W,sin_cantidad,721,False,Minibocinas Portátiles Bluetooth,,
674,presentacion,presentacion,HJR17. ANDADERA DE DOS LADOS. PRIMEROS PASOS,Hjr17. Andadera de Dos Lados. Primeros Pasos,sin_cantidad,720,False,Juguetes de Destreza,,
675,presentacion,presentacion,HXJ10. BARBIE. DANCE AND FLUTTER,Hxj10. Barbie. Dance And Flutter,sin_cantidad,719,False,Muñecas,,
676,presentacion,presentacion,GNL70. CITY. GARAGE EXTREMO,Gnl70. City. Garage Extremo,sin_cantidad,718,False,Autopistas,,
677,presentacion,presentacion,B9197. PLAY DOH. MONTANA DE COLORES,B9197. Play Doh. Montaña de Colores,sin_cantidad,716,False,Varios,,
678,presentacion,presentacion,KOS-1N1BB. 1.1 PIES CUBICOS. COLOR NEGRO,Kos-1n1bb. 1.1 Pies Cúbicos. Color Negro,sin_cantidad,713,False,Horno de Microondas,,
679,presentacion,presentacion,TABLEADA CON BOTON Y CIERRE. BLANCA TALLA 6-10,Tableada con Boton y Cierre. Blanca Talla 6-10,sin_cantidad,713,False,Falda Escuela Oficial,,
680,presentacion,presentacion,UN 75CU8000F. 75 PLGS. LED. PUERTO USB. SMART TV,Un 75cu8000f. 75 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,703,False,Pantallas,,
681,presentacion,presentacion,HHN00. VAGON. GIRATORIO DE BLOQUES,Hhn00. Vagón. Giratorio de Bloques,sin_cantidad,702,False,Juguetes Armables,,
682,presentacion,presentacion,HYL16. PANDA CONTEMOS JUNTOS,Hyl16. Panda Contemos Juntos,sin_cantidad,700,False,Juguetes de Destreza,,
683,presentacion,presentacion,QN 55Q65CAF. 55 PLGS. QLED. PUERTO USB. SMART TV,Qn 55q65caf. 55 Plgs. Qled. Puerto Usb. Smart Tv.,sin_cantidad,699,False,Pantallas,,
684,presentacion,presentacion,HXJ42. BARBIE. MYSTERIES. DANCE AND SHOW HORSE,Hxj42. Barbie. Mysteries. Dance And Show Horse,sin_cantidad,696,False,Varios,,
685,presentacion,presentacion,HKX39. NEMESIS COCODRILO,Hkx39. Nemesis Cocodrilo,sin_cantidad,692,False,Autopistas,,
686,presentacion,presentacion,C.B. 00846. ¡BASTA!,C.b. 00846. ¡basta!,sin_cantidad,690,False,Juegos de Mesa,,
687,presentacion,presentacion,GNM22. MARIO KART. CASTILLO DE BOWSER,Gnm22. Mario Kart. Castillo de Bowser,sin_cantidad,687,False,Autopistas,,
688,presentacion,presentacion,C.B. 010959. TRIVIA DISNEY,C.b. 010959. Trivia Disney,sin_cantidad,684,False,Juegos de Mesa,,
689,presentacion,presentacion,TABLEADA CON BOTON Y CIERRE. BLANCA TALLA 12-16,Tableada con Boton y Cierre. Blanca Talla 12-16,sin_cantidad,676,False,Falda Escuela Oficial,,
690,presentacion,presentacion,G0028. PLAY-DOH. HELADERIA MULTICOLOR,G0028. Play-doh. Heladería Multicolor,sin_cantidad,668,False,Varios,,
691,presentacion,presentacion,CAJA 12 CERAS. JUMBO. 204498,Caja 12 Ceras. Jumbo. 204498,sin_cantidad,665,False,Crayones,,
692,presentacion,presentacion,HERO 10 BLACK. FORMATO MICRO SD. SIN ZOOM. PUERTO USB,Hero 10 Black. Formato Micro Sd. Sin Zoom. Puerto Usb,sin_cantidad,663,False,Videocámaras,,
693,presentacion,presentacion,REDMI NOTE 11. ANDROID 11/MEMORIA INTERNA 128 GB. CAMARA 50 MP + 8 MP + 2 MP+ 2 MP/ FRONTAL 13 MP. 6.43 PLGS. MICRO SD HASTA 1024 GB,Redmi Note 11. Android 11/memoria Interna 128 Gb. Camara 50 Mp + 8 Mp + 2 Mp+ 2 Mp/ Frontal 13 Mp. 6.43 Plgs. Micro Sd Hasta 1024 Gb,sin_cantidad,663,False,Celulares,,
694,presentacion,presentacion,50 Q 6 K. 50 PLGS. QLED. PUERTO USB. SMART TV,50 Q 6 K. 50 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,662,False,Pantallas,,
695,presentacion,presentacion,HYL18. CAMALEON GATEA CONMIGO,Hyl18. Camaleón Gatea Conmigo,sin_cantidad,658,False,Juguetes de Destreza,,
696,presentacion,presentacion,VX122C3. 11000 BTU S. TIPO MINISPLIT. DUAL INVERTER,Vx122c3. 11000 Btu´s. Tipo Minisplit. Dual Inverter,sin_cantidad,658,False,Aires Acondicionados,,
697,presentacion,presentacion,HW-B450. BLUETOOTH. USB. POTENCIA 200 W. SONIDO 2.1,Hw-b450. Bluetooth. Usb. Potencia 200 W. Sonido 2.1,sin_cantidad,655,False,Barra de Sonido,,
698,presentacion,presentacion,HXJ40. BARBIE. MYSTERIES. THE GREAT HORSE CHASE. CUIDADO CABALLO,Hxj40. Barbie. Mysteries. The Great Horse Chase. Cuidado Caballo,sin_cantidad,655,False,Muñecas,,
699,presentacion,presentacion,NINTENDO SWITCH. SUPER MARIO BROS. U DE LUXE,Nintendo Switch. Super Mario Bros. u de Luxe,sin_cantidad,655,False,Videojuegos,,
700,presentacion,presentacion,UN 85CU7000F. 85 PLGS. LED. PUERTO USB. SMART TV,Un 85cu7000f. 85 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,651,False,Pantallas,,
701,presentacion,presentacion,MS 23K3513 AW. 0.8 PIES CUBICOS. COLOR BLANCO/NEGRO,Ms 23k3513 Aw. 0.8 Pies Cúbicos. Color Blanco/negro,sin_cantidad,648,False,Horno de Microondas,,
702,presentacion,presentacion,MANGA LARGA/BOLSAS FRONTALES/CON CINTA DE SUJECION. TALLA EXTRA GRANDE (50% POLIESTER - 50% ALGODON),Manga Larga/bolsas Frontales/con Cinta de Sujecion. Talla Extra Grande (50% Poliester - 50% Algodón),sin_cantidad,647,False,Bata Escuela Oficial,,
703,presentacion,presentacion,CKV15. MONITO. BRILLOS LUMINOSOS,Ckv15. Monito. Brillos Luminosos,sin_cantidad,646,False,Juguetes Educativos,,
704,presentacion,presentacion,BLANCA MANGA CORTA CUELLO SPORT. TALLA 6-10. (65% POLIESTER-35% ALGODON),Blanca Manga Corta Cuello Sport. Talla 6-10. (65% Poliester-35% Algodon),sin_cantidad,645,False,Blusa Escuela Oficial,,
705,presentacion,presentacion,"RMA 1130 JMF (E0) (GRAFITO). 302.33 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO","Rma 1130 Jmf (e0) (grafito). 302.33 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático",sin_cantidad,644,False,Refrigeradores,,
706,presentacion,presentacion,HKX43. CITY. TORRE DE CARRERAS TRANSFORMABLE,Hkx43. City. Torre de Carreras Transformable,sin_cantidad,643,False,Autopistas,,
707,presentacion,presentacion,HNR49. DINO PELOTITAS DIVERTIDAS,Hnr49. Dino Pelotitas Divertidas,sin_cantidad,643,False,Juguetes Educativos,,
708,presentacion,presentacion,CAJA 24 CERAS. EXTRAGRUESO,Caja 24 Ceras. Extragrueso,sin_cantidad,642,False,Crayones,,
709,presentacion,presentacion,6062371. JUMANJI,6062371. Jumanji,sin_cantidad,640,False,Juegos de Mesa,,
710,presentacion,presentacion,FWF45. MI MUNECA DE APRENDIZAJE,Fwf45. Mi Muñeca de Aprendizaje,sin_cantidad,639,False,Juguetes Educativos,,
711,presentacion,presentacion,MGE 07 SEJ. 0.7 PIES CUBICOS. COLOR GRIS/ESPEJO,Mge 07 Sej. 0.7 Pies Cúbicos. Color Gris/espejo,sin_cantidad,638,False,Horno de Microondas,,
712,presentacion,presentacion,A 54. ANDROID 11/MEMORIA INTERNA 128 GB. CAMARA 13 MP + 2 MP + 2 MP/ FRONTAL 16 MP. 6.52 PLGS. MICRO SD HASTA 256 GB,A 54. Android 11/memoria Interna 128 Gb. Camara 13 Mp + 2 Mp + 2 Mp/ Frontal 16 Mp. 6.52 Plgs. Micro Sd Hasta 256 Gb,sin_cantidad,637,False,Celulares,,
713,presentacion,presentacion,SW383DX0. 3 EN 1,Sw383dx0. 3 en 1,sin_cantidad,635,False,Sandwicheras,,
714,presentacion,presentacion,HKT79. BARBIE AMBULANCIA,Hkt79. Barbie Ambulancia,sin_cantidad,634,False,Motos y Carros Eléctricos,,
715,presentacion,presentacion,BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 6-10. (65% POLIESTER-35% ALGODON),Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (65% Poliester-35% Algodon),sin_cantidad,631,False,Camisa Escuela Oficial,,
716,presentacion,presentacion,F6105. ADIVINA QUIEN? ¡ EL JUEGO ORIGINAL DE ADIVINAR AL PERSONAJE!,F6105. Adivina Quién? ¡ el Juego Original de Adivinar al Personaje!,sin_cantidad,631,False,Juegos de Mesa,,
717,correccion_texto,presentacion,,F6105. Adivina Quién? ¡ el Juego Original de Adivinar al Personaje!,sin_candidato_unico,631,False,Juegos de Mesa,,
718,presentacion,presentacion,KD-65X80K. 65 PLGS. LED. PUERTO USB. SMART TV,Kd-65x80k. 65 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,628,False,Pantallas,,
719,presentacion,presentacion,VM122H9. 12000 BTU S. TIPO MINISPLIT. DUAL INVERTER,Vm122h9. 12000 Btu´s. Tipo Minisplit. Dual Inverter,sin_cantidad,627,False,Aires Acondicionados,,
720,presentacion,presentacion,F6916. PLAY-DOH. PRIMERAS CREACIONES PARA EL PICNIC,F6916. Play-doh. Primeras Creaciones para el Picnic,sin_cantidad,624,False,Varios,,
721,presentacion,presentacion,BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 12-16. (65% POLIESTER-35% ALGODON),Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (65% Poliester-35% Algodon),sin_cantidad,622,False,Camisa Escuela Oficial,,
722,presentacion,presentacion,HCK77. BARBIE. CHELSEA CASA DE MUNECAS,Hck77. Barbie. Chelsea Casa de Muñecas,sin_cantidad,622,False,Varios,,
723,presentacion,presentacion,OLED 65 C5 PSA. 65 PLGS. OLED. PUERTO USB. SMART TV,OLED 65 C5 Psa. 65 Plgs. OLED. Puerto USB. Smart TV.,sin_cantidad,620,False,Pantallas,,
724,presentacion,presentacion,BL439D56. VELOCIDADES 5 VEL.. BASE METAL. VASO VIDRIO. COLOR GRIS,Bl439d56. Velocidades 5 Vel.. Base Metal. Vaso Vidrio. Color Gris,sin_cantidad,619,False,Licuadoras,,
725,presentacion,presentacion,ART. NFN 42000. NENUCO. MERIENDITAS,Art. Nfn 42000. Nenuco. Merienditas,sin_cantidad,617,False,Muñecas,,
726,presentacion,presentacion,CITRIX. EXPRIMIDOR,Citrix. Exprimidor,sin_cantidad,617,False,Extractores de Jugos y Exprimidores,,
727,presentacion,presentacion,HMM11XPO. 1.1 PIES CUBICOS. COLOR SILVER/ESPEJO,Hmm11xpo. 1.1 Pies Cúbicos. Color Silver/espejo,sin_cantidad,615,False,Horno de Microondas,,
728,presentacion,presentacion,WM2000S-LA. (ESTACION DE DESAYUNOS 3 EN 1),Wm2000s-la. (Estación de Desayunos 3 en 1),sin_cantidad,615,False,Sandwicheras,,
729,presentacion,presentacion,32 S210R-MX. 32 PLGS. LED. PUERTO USB. SMART TV,32 S210r-mx. 32 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,614,False,Pantallas,,
730,presentacion,presentacion,FV1953 O FV1953XO. VAPOR. SUELA CERAMICA,Fv1953 o Fv1953xo. Vapor. Suela Cerámica,sin_cantidad,614,False,Planchas,,
731,presentacion,presentacion,HKY11. JURASSIC WORLD. DINO TRACKERS. INDORAPTOR. RASTREA Y ATACA,Hky11. Jurassic World. Dino Trackers. Indoraptor. Rastrea y Ataca,sin_cantidad,614,False,Varios,,
732,presentacion,presentacion,KPB-109. ABREMENTE. EL JUEGO,Kpb-109. Abremente. el Juego,sin_cantidad,612,False,Juegos de Mesa,,
733,presentacion,presentacion,BLANCA MANGA CORTA CUELLO SPORT. TALLA 12-16. (65% POLIESTER-35% ALGODON),Blanca Manga Corta Cuello Sport. Talla 12-16. (65% Poliester-35% Algodon),sin_cantidad,610,False,Blusa Escuela Oficial,,
734,presentacion,presentacion,HNH90. BARBIE. CHELSEA 2 EN 1 CAMPER,Hnh90. Barbie. Chelsea 2 en 1 Camper,sin_cantidad,610,False,Motos y Carros Mecánicos,,
735,presentacion,presentacion,HFC04. IMAGINEXT. JURASSIC WORLD. T REX ACCION DE COMBATE,Hfc04. Imaginext. Jurassic World. T Rex Acción de Combate,sin_cantidad,609,False,Varios,,
736,presentacion,presentacion,ZV-IF. MEGAPIXELES 20.1. ZOOM OPTICO 8X. SIN LENTE ZOOM,Zv-if. Megapixeles 20.1. Zoom Óptico 8x. Sin Lente Zoom,sin_cantidad,601,False,Cámaras Digitales,,
737,presentacion,presentacion,65 QNED 80 TSA. 65 PLGS. QNED. PUERTO USB. SMART TV,65 Qned 80 Tsa. 65 Plgs. Qned. Puerto Usb. Smart Tv.,sin_cantidad,600,False,Pantallas,,
738,presentacion,presentacion,HYC21. BARBIE. DREAM BESTIES. BARBIE MALIBU,Hyc21. Barbie. Dream Besties. Barbie Malibu,sin_cantidad,594,False,Muñecas,,
739,presentacion,presentacion,CAJA 24 CERAS. REDONDO,Caja 24 Ceras. Redondo,sin_cantidad,592,False,Crayones,,
740,presentacion,presentacion,50QD6N. 50 PLGS. QLED. PUERTO USB. SMART TV,50qd6n. 50 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,591,False,Pantallas,,
741,presentacion,presentacion,OLED 55 B3 PSA. 55 PLGS. OLED. PUERTO USB. SMART TV,Oled 55 B3 Psa. 55 Plgs. Oled. Puerto Usb. Smart Tv.,sin_cantidad,588,False,Pantallas,,
742,presentacion,presentacion,AZUL LISO. TALLA 12-16 (PRETINA PARA CINTURON),Azul Liso. Talla 12-16 (pretina para Cinturón),sin_cantidad,584,False,Pantalón Escuela Oficial,,
743,presentacion,presentacion,UN 65CU8000F. 65 PLGS. LED. PUERTO USB. SMART TV,Un 65cu8000f. 65 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,584,False,Pantallas,,
744,presentacion,presentacion,INSTAX MINI 11. LENTE ZOOM 60 MM (FIJO),Instax Mini 11. Lente Zoom 60 Mm (fijo),sin_cantidad,581,False,Cámaras Digitales,,
745,presentacion,presentacion,#6054195. PAW PATROL. R/C. MARSHALL RC FIRE TRUCK O CHASE RC POLICE CRUISER,#6054195. Paw Patrol. R/c. Marshall Rc Fire Truck o Chase Rc Police Cruiser,sin_cantidad,580,False,Motos y Carros Eléctricos,,
746,presentacion,presentacion,GDM20. POLLY POCKET. CAMION DE LICUADOS,Gdm20. Polly Pocket. Camión de Licuados,sin_cantidad,576,False,Motos y Carros Mecánicos,,
747,presentacion,presentacion,HBT92. BARBIE. COCHE 2 LUGARES!,Hbt92. Barbie. Coche 2 Lugares!,sin_cantidad,576,False,Motos y Carros Mecánicos,,
748,presentacion,presentacion,X BOX. SERIE S. 1 TB SSD. SIN JUEGO INCLUIDO,X Box. Serie S. 1 Tb Ssd. Sin Juego Incluido,sin_cantidad,575,False,Electrónicos de Video,,
749,presentacion,presentacion,ART. 700012836. NENUCO. (3 FUNCIONES),Art. 700012836. Nenuco. (3 Funciones),sin_cantidad,570,False,Muñecas Eléctricas,,
750,presentacion,presentacion,MULTI TURMIX. EXTRACTOR,Multi Turmix. Extractor,sin_cantidad,570,False,Extractores de Jugos y Exprimidores,,
751,presentacion,presentacion,E8525. TITAN HERO SERIES. SPIDER-MAN. MILES MORALES,E8525. Titan Hero Series. Spider-man. Miles Morales,sin_cantidad,569,False,Muñecos,,
752,presentacion,presentacion,GPT41 . DC. SUPER FRIENDS. BATMAN XL O SUPERMAN XL O,Gpt41 . Dc. Super Friends. Batman Xl o Superman Xl Ó,sin_cantidad,569,False,Muñecos,,
753,presentacion,presentacion,HDP05. CITY. LAVADO DE VEHICULOS MEGATORRE,Hdp05. City. Lavado de Vehículos Megatorre,sin_cantidad,569,False,Autopistas,,
754,presentacion,presentacion,OF533855. HORNO TOSTADOR,Of533855. Horno Tostador,sin_cantidad,569,False,Horno Eléctrico,,
755,presentacion,presentacion,HTK17. ACTION. CIRCUITO CON DOBLE PISTA,Htk17. Action. Circuito con Doble Pista,sin_cantidad,568,False,Autopistas,,
756,presentacion,presentacion,#83. FABRICA DE CHOCOLATES,#83. Fábrica de Chocolates,sin_cantidad,567,False,Varios,,
757,presentacion,presentacion,E 8523. TITAN HERO SERIES. SPIDER-MAN. BLACK SUIT,E 8523. Titan Hero Series. Spider-man. Black Suit,sin_cantidad,566,False,Muñecos,,
758,presentacion,presentacion,GRW39. DESAFIO DE ALTURA,Grw39. Desafío de Altura,sin_cantidad,566,False,Autopistas,,
759,presentacion,presentacion,HRC41. MI PRIMER DJ BOUNCY,Hrc41. Mi Primer Dj Bouncy,sin_cantidad,566,False,Juguetes Educativos,,
760,presentacion,presentacion,HRG55-4LB. BARBIE. YOU CAN BE ANYTHING. SET JUEGO DE BOMBERA,Hrg55-4lb. Barbie. You Can Be Anything. Set Juego de Bombera,sin_cantidad,565,False,Muñecas,,
761,presentacion,presentacion,DHB63. BARBIE. YOU CAN BE ANYTHING. DENTISTA O MAESTRA O PEDIATRA O?,Dhb63. Barbie. You Can Be Anything. Dentista o Maestra o Pediatra o?,sin_cantidad,560,False,Muñecas,,
762,presentacion,presentacion,F 7356. BABY ALIVE. BEBIDAS DE FRUTAS,F 7356. Baby Alive. Bebidas de Frutas,sin_cantidad,560,False,Muñecas,,
763,correccion_texto,presentacion,,Dhb63. Barbie. You Can Be Anything. Dentista o Maestra o Pediatra o?,sin_candidato_unico,560,False,Muñecas,,
764,presentacion,presentacion,HRR52. CAJA DE BLOQUES GRANDE,Hrr52. Caja de Bloques Grande,sin_cantidad,559,False,Juguetes Armables,,
765,presentacion,presentacion,75A6NV. 75 PLGS. LED. PUERTO USB. SMART TV,75a6nv. 75 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,558,False,Pantallas,,
766,presentacion,presentacion,F8646. NERF. WILD LION FURY,F8646. Nerf. Wild Lion Fury,sin_cantidad,556,False,Varios,,
767,presentacion,presentacion,C.B. 011888. 15 JUEGOS CLASICOS. SILVER LINE,C.b. 011888. 15 Juegos Clásicos. Silver Line,sin_cantidad,553,False,Juegos de Mesa,,
768,presentacion,presentacion,EOS R50. MEGA PIXELES 24.2. LENTE ZOOM 18-45 MM,Eos R50. Mega Pixeles 24.2. Lente Zoom 18-45 Mm,sin_cantidad,553,False,Cámaras Digitales,,
769,presentacion,presentacion,UN 65AU7000F. 65 PLGS. LED. PUERTO USB. SMART TV,Un 65au7000f. 65 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,551,False,Pantallas,,
770,presentacion,presentacion,HPG37. PIXAR TOY STORY. REX RUGIDOS Y RISAS,Hpg37. Pixar Toy Story. Rex Rugidos y Risas,sin_cantidad,548,False,Muñecos Eléctricos,,
771,presentacion,presentacion,PS5. ASTRO BOT-GRAN TURISMO 7. 825 GB. ASTRO BOT-GRAN TURISMO 7. DESCARGA DIGITAL,Ps5. Astro Bot-gran Turismo 7. 825 GB. Astro Bot-gran Turismo 7. Descarga Digital,sin_cantidad,547,False,Electrónicos de Video,,
772,presentacion,presentacion,55 QM 6 K. 55 PLGS. QM MINILED. PUERTO USB. SMART TV,55 Qm 6 K. 55 Plgs. Qm Miniled. Puerto USB. Smart TV.,sin_cantidad,541,False,Pantallas,,
773,presentacion,presentacion,F2184. PEPPA PIG. EL AUTO ROJO DE LA FAMILIA DE PEPPA,F2184. Peppa Pig. el Auto Rojo de la Familia de Peppa,sin_cantidad,541,False,Motos y Carros Mecánicos,,
774,presentacion,presentacion,F9141. PLAY-DOH. MESA DE HERRAMIENTAS COLORIDAS,F9141. Play-doh. Mesa de Herramientas Coloridas,sin_cantidad,541,False,Varios,,
775,presentacion,presentacion,G0038. MONOPOLY. BARBIE,G0038. Monopoly. Barbie,sin_cantidad,539,False,Juegos de Mesa,,
776,presentacion,presentacion,HYL15. BUFALO PRIMERAS PALABRAS,Hyl15. Búfalo Primeras Palabras,sin_cantidad,538,False,Juguetes de Destreza,,
777,presentacion,presentacion,PS5. RETURNAL-RATCHET & CLANK O CFI-2015. 1 TB. RETURNAL- RATCHET & CLANK. INCLUYE LECTOR DE DISCO,Ps5. Returnal-ratchet & Clank o Cfi-2015. 1 Tb. Returnal- Ratchet & Clank. Incluye Lector de Disco,sin_cantidad,538,False,Electrónicos de Video,,
778,presentacion,presentacion,XBOX SERIES X. XBOX ONE. EA SPORTS. FC 24,Xbox Series X. Xbox One. Ea Sports. Fc 24,sin_cantidad,538,False,Videojuegos,,
779,presentacion,presentacion,GWF96. EL CONVERTIBLE DE MINNIE,Gwf96. el Convertible de Minnie,sin_cantidad,532,False,Juguetes Armables,,
780,presentacion,presentacion,F9140. PLAY-DOH. AVENTURAS EN LA ESCUELA,F9140. Play-doh. Aventuras en la Escuela,sin_cantidad,529,False,Varios,,
781,presentacion,presentacion,HERO MAX O CHDHZ-202. FORMATO MICRO SD. SIN ZOOM. PUERTO USB,Hero Max o Chdhz-202. Formato Micro Sd. Sin Zoom. Puerto Usb,sin_cantidad,529,False,Videocámaras,,
782,presentacion,presentacion,HTK37. BARBIE. PASEO CON PERRITO EN SILLA DE RUEDAS,Htk37. Barbie. Paseo con Perrito en Silla de Ruedas,sin_cantidad,529,False,Muñecas,,
